query	etalon	label	scores	new_scores	new_scores2
сотрудник в отпуске, з.платы за месяц нет- можно ли платить ему премию	произошло повышение з/платы в части премии расчет отпускных	0	0.925821244716644	0.0354621410369873	-0.0771704986691475
обязателен ли счет на оплату при наличии спецификации? был заключен договор поставки	обязательный ли спецификация договор поставка	0	0.96444296836853	-0.0182872116565704	-0.0429755188524723
путевой лист в 2025 году можно также вести на бумаге	можно вести трудовую книжку только на бумаге	0	0.920497119426727	0.793434202671051	0.142617747187614
как пополнить р/счет ИП за счет собственных средств? Надо делать договор займа	зачет продукции собственного производства в счет займа	0	0.837503731250763	0.388817846775055	0.101316213607788
есть ли разъяснение для Управляющих компаний как переходить на НДС с 2025	2025 усн ндс переходящая реализация	0	0.90499746799469	0.0229276418685913	0.0147004276514053
заявление сотрудника на отпуск пример	пример написания заявления на отпуск без содержания	0	0.825158894062042	0.109632760286331	-0.0639370381832123
не работает расчетчик по отпускам	онлайн расчетчик отпуска	0	0.689719915390015	-0.038362879306078	-0.0410249717533588
если отпуск с 2 сентября	правило отпуск с 1 сентябрь 2023 год	0	0.961106657981873	0.132065117359161	-0.0330446511507034
калькулятор расчета отпускных, не могу зайти	калькулятор расчет сумма отпускной	0	0.988702178001404	0.961191236972809	0.205990493297577
Сроки перечисления страховых взносов с отпускных	начисление страховой взнос с отпускной	0	0.966740906238556	-0.0411283858120441	-0.0773456320166588
не работает расчетчик компенсации за неиспользованный отпуск	расчетчик день компенсация неиспользованный отпуск	0	0.911410748958588	0.003034527413547	0.00699426140636206
как начисляется отпуск сотрудника работающего пол дня	отпуск сколько положено дней сотрудник работал 8 месяцев	0	0.898439347743988	0.364647209644318	0.0346006788313389
заявление от инвалида о предоставлении удлиненного отпуска	заявление о предоставлении выходных родителю ребенка инвалида	0	0.573827624320984	-0.0343868061900139	-0.0922681018710136
можно ли совместителю оформлять отпуск на 28 дней	может ли совместитель оформить отпуск без содержания	0	0.588771104812622	-0.122866854071617	-0.103014744818211
почему не работает сервис расчет отпускных	расчет отпускной почему использовать федеральный мрот	0	0.950711727142334	0.064669705927372	-0.0122244814410806
Отпускные положены сотруднику, если он увольняется	сотрудник в отпуске, может ли уволится	0	0.336047112941742	0.0089216791093349	-0.00380630418658257
кто должен делать приказ на отпуск гененрального директора?	приказ когда генеральный директор в отпуске на кого возлагают	0	0.921032071113586	-0.0622621588408947	-0.0918042063713074
Добрый день. Образец заявления на отпуск без оплаты	образец заявление отпуск уход	0	0.981396794319153	0.569023966789246	0.0383873917162418
Добрый день. Не работает вкладка Сервис расчёт отпускных.	выплата отпускной 2022 сервис	0	0.939072728157043	0.485707014799118	0.00240319594740868
Добрый день. Продлевает ли отпуск сотрудника больничный с ребенком?	продлеваться ли отпуск сотрудник больничный	0	0.924153864383698	0.694458961486816	-0.0540567114949226
зарабатывают ли отпуск при мобилизации (после приостановления трудового договора)	приостановление действия трудового договора в связи с мобилизацией	0	0.607590317726135	-0.000721241813153	-0.0739626288414001
здравствуйте, отпуск с работы по внутреннему совместительству рассчитывается ?	как отправить в отпуск по внутреннему совместительству	0	0.506142258644104	-0.0876297876238823	-0.113683521747589
За какой период можно взять компенсация за дополнительный неиспользованный отпуск	когда можно получить компенсацию за неиспользованный отпуск	0	0.748750150203705	0.101406767964363	-0.0664805024862289
вовремя не начислен резерв на оплату отпусков в налоговом учете	почему отказываться начислять резерв оплата отпуск налоговый учет	0	0.919387817382812	-0.0592905804514885	-0.0289829559624195
Здравствуйте. Нужно ли при выплате отпускных удерживать ндфл с питания?	удерживать ндфл с питание	0	0.903818726539612	0.524190664291382	-0.0325270369648933
отпуск по беременности и родам входит в расчет отпускного стажа?	расчет очередного отпуска после отпуска по беременности и родам	0	0.569996416568756	0.0934134870767593	0.056822944432497
может ли внешний совместитель получать денежную компенсацию за очередной отпуск?	отпуск за свой счет внешнему совместителю	0	0.815278291702271	0.149963736534119	-0.111806698143482
Добрый день. Директор уходит в отпуск. Как настроить работу предприятия?	директор уходить отпуск и не передавать полномочие	0	0.96052873134613	-0.0130759961903095	-0.00734972581267357
скажите пожалуйста премия не годовая полностью учитывается при расчете отпускныз?	учитываться премия расчет средний заработок месяц не полностью отрабатывать	0	0.913858830928802	0.0311148334294558	-0.0136982630938292
приказ возложение обязанностей на за мдиректора на время отпуска директора	приказ возложение обязанность главный бухгалтер время отпуск	0	0.961785137653351	0.305083304643631	-0.0548769570887089
как оплачивать если человек работал 1 день находясь в отпуске	сколько человек может находиться в отпуске без содержания	0	0.53480190038681	-0.0422189012169838	-0.00199748948216438
инвалидам какой группы работодатель должен предоставлять очередной отпуск 30 дней?	право инвалида на отпуск 30 дней	0	0.861161231994629	0.940920889377594	0.149428695440292
Можно отпуск считать по полугодиям, а не от даты приема?	код можно брать отпуск с дата прием работа	0	0.900195777416229	0.0751360207796097	0.0494961775839329
отпуск и больничный лист исключаются из расчета средней заработной платы?	больничный лист в отпуске без сохранения заработной платы	0	0.770178914070129	0.0602983795106411	0.0179529823362827
Здравствуйте! Если количество дней отпуска 34,6 полается то считам 35 дней?	количество дней отпуска в 2022	0	0.566027283668518	0.144653648138046	0.192388847470284
ООО один учередитель в лице генерального директора. Как оформить отпуск документально?	генеральный директор отпуск оформлять	0	0.910117387771606	-0.0063342107459902	-0.0421645268797874
Здраствуйте. Срок предоставления документов на отпуск по уходу до 1,5 лет?	документы необходимые для предоставления отпуска по уходу за ребенком до 1,5 лет	0	0.680766642093658	0.0566046498715878	0.0614440590143204
Здравствуйте! Какие резервы может создавать муниципальное унитарное предприятие? (резервы отпусков например)	мочь мсп не создавать резерв оплата отпуск	0	0.926227033138275	-0.0753894671797752	-0.0520528219640255
Войдут ли дни больничного в расчет компенсации за не использованный отпуск?	входит ли отпуск за свой счет в расчет больничного	0	0.593674838542938	0.276367574930191	0.00346186012029648
если сотруднику предоставили отпуск авансом а он не отработал что делать?	предоставлять отпуск сотрудник аванс	0	0.924826622009277	-0.0257630161941051	-0.0490593239665031
может ли генеральный директор и главный бухгалтер одновременно уйти в отпуск	отпуск директора и педагога одновременно	0	0.835862755775452	0.0285554602742195	0.00488549470901489
Здравствуйте! сотрудник в отпуске заболел. что делать с отпуском и отпускными?	сотрудник получать отпускной заболевать начало отпуск	0	0.977788150310516	-0.0157787501811981	-0.075475387275219
доброе! Сотрудник принят на работу 29.01.24 - взхял отпуск с 26	отпуск с 01 ноября	0	0.523004531860352	-0.0113606881350279	-0.0302721075713634
Добрый день. Директор уходит в отпуск. Как передать полномочия заместителю директора?	директор уходит в отпуск приказ	0	0.860686659812927	-0.0565326437354088	-0.021004805341363
Какая продолжительность отпуска несовершеннолетнего 14 лет, работающего в районах крайнего севера?	продолжительность отпуск внешний совместитель район крайний север	0	0.977471709251404	0.320445001125336	0.0787572413682938
в какие организации нужно отчитаться, если работник уходит в декретный отпуск	замена работника ушедшего в декретный отпуск	0	0.591470718383789	0.0366739891469479	0.0207100994884968
Добрый день, подскажите какие документы оформить при вызове из отпуска сотрудника?	как оформить административный отпуск сотрудника	0	0.616457045078278	-0.0469281189143658	-0.054474089294672
добрый день, может ли сотрудник находясь в отпуске выйти на подработку	сотрудник отпуск выходить работа	0	0.912412583827972	-0.116907097399235	-0.0409630611538887
добрый день. у сотрудника ребенок инвалид, сколько дней отпуска положено сотруднику дополнительно	сотруднику инвалиду сколько положено дней к отпуску	0	0.93798017501831	0.0982002913951874	0.0655904859304428
Добрый день! Сотрудник работает вахтовым методом. Вопрос: положен ли отпуск и сколько?	положен ли отпуск кочегарам	0	0.579050302505493	-0.0489427335560322	-0.0399705320596695
На чье имя пишет директор заявление об отпуске или о переносе отпуска	заявление на отпуск без сохранения зп директора на имя учредителя	0	0.776657044887543	0.252076029777527	-0.0825629383325577
Добрый день. можно ли неиспользованный отпуск получить денежное вознаграждение не при увольнении?	денежная компенсация неиспользованных дней отпуска	0	0.805036008358002	-0.0007427232339978	0.0411877073347569
Расчет компенсации за отпуск при увольнении , не работает этот сервис снова	расчет компенсации при увольнении после административного отпуска	0	0.871506452560425	0.117114625871181	-0.0522658675909042
Добрый день, можно ли начислить отпускные если больничный лист еще не закрыт?	нужно ли сейчас закрывать больничный лист	0	0.639465808868408	0.0106798410415649	0.161055475473404
Сотрудник в отпуске, з.платы за месяц нет- можно ли платить ему премию?	произошло повышение з/платы в части премии расчет отпускных	0	0.925821244716644	0.0354621410369873	-0.0771704986691475
Можно ли выплатить премию за прошлый период сотруднице, что ушла в декретный отпуск?	пересчет отпусков из-за премии за прошлый период	0	0.876571178436279	0.101576283574104	0.088828019797802
сколько дней сотрудник в год должен отгулять отпуска во избежание штрафов для компании	сколько обязан сотрудник отгулять отпуск	0	0.67524391412735	0.107123501598835	0.0135170910507441
Добрый день! Сотрудник находится в очередном отпуске и решил уволиться, что делать бухгалтеру?	находясь в отпуске за свой счет сотрудник решил уволиться	0	0.57652735710144	0.0293774977326393	0.0304449237883091
Можно ли выплатить отпускные заранее, тк. бухгалтер в единственном лице уходит в отпуск?	отпускной выплачивать вместе с заработный плата заранее	0	0.972496092319488	0.0651988759636879	-0.0111688300967217
если сотрудница была в неоплачиваемом отпуске, пособие по беременности и родам не начислится?	пособия по беременности и родам 2024	0	0.708110988140106	-0.0647839605808258	-0.0646997839212418
Добрый день. Может ли сотрудник написать заявление на отпуск, но при этом работать.	сотрудник написать заявление отпуск день	0	0.925028264522552	0.474540382623673	-0.040684275329113
Добрый день Подскажите, пожалуйста, может ли гл бух замещать директора во время отпуска?	приказ о назначении замещающего генерального директора на время отпуска	0	0.685713052749634	-0.0085375625640153	0.00774839892983437
здравствуйте. Как отразить расходы на проезд в отпуск не для районов крайнего севера	оплата проезд отпуск совместитель район крайний север 2024 год	0	0.980867385864258	0.0485128462314606	-0.0336415506899357
"работник работает на 1,5 ставки внутреннее совмещение.

как выплачивать материальную помощь к отпуску ?"	давать временно совмещение работник он работать 1 5 ставка	0	0.847290277481079	0.381057858467102	-0.047927625477314
Если человек пришел и ушел с работы, не проработав месяца, как ему рассчитываются отпускные	отпуск сотрудник мочь уходить месяц и не делить он	0	0.931057453155518	-0.115254990756512	-0.0500237718224525
Здравствуйте! Вопрос: можем ли мы оплачивать сотрудникам проезд к месту проведения отпуска и обратно?	компенсация проезд сотрудник место работа и обратно налогообложение	0	0.944498896598816	-0.0474667064845562	-0.0551776587963104
Добрый день! нужен образец заявления на отпуск по уходу за ДВОЙНЕЙ до 1,5 лет.	пособие уход 1 5 год двойня	0	0.929365217685699	0.143840968608856	0.0149712925776839
Добрый день, можно ли выплатить компенсацию за не отгуленый трудовой отпуск сразу за 4 года?	компенсация за не использованные дни отпуска	0	0.601067364215851	-0.0383928567171097	-0.0379605107009411
Добрый день! Может ли директор организации, находящийся в неоплачиваемом отпуске подать заявление в службу занятости?	организация должный подавать служба занятость	0	0.942781209945679	-0.0868256539106369	-0.0509348809719086
Добрый день. Соискателю, заключившему ученический договор с организацией. Можно предоставить отпуск без сохранения заработной платы?	ученические договора в каких организациях можно заключать	0	0.804928064346314	-0.0499955303966999	0.00273027271032333
если директор генеральный идет в отпуск, кто должен выписывать ему приказ о выходе в отпуск?	отпуск генеральный директор приказ передача право	0	0.92371940612793	-0.0133293904364109	-0.0981136709451675
Добрый день. Подскажите, какой датой должен быть составлен приказ на отпуск по беременности и родам?	приказ о беременности и родам составлять?	0	0.52245831489563	0.247627854347229	0.0244995951652527
Добрый день, списываются ли за счет начисленного резерва: компенсация отпуска при увольнении, дополнительный отпуск сотрудникам?	компенсация при увольнении сотрудника в отпуске за свой счет	0	0.882228672504425	-0.0351129695773125	-0.0521132610738277
Повлияет ли увеличение окладов в месяце увольнения при расчете компенсации за неиспользованный отпуск при увольнении?	налогообложение компенсации за неиспользованный отпуск при увольнении	0	0.546958923339844	-0.0016704462468624	-0.0288822278380394
чем грозит компании если сотрудник отгулял все дни отпуска и берет частями менее 14 дней	можно ли брать отпуск частями	0	0.842363774776459	0.0506257005035877	0.000425535254180431
размер максимальных взносов за ип за себя ва 2024 г	максимальный размер уплата страховой взнос ипать 1 2023	0	0.918731272220612	0.404237151145935	-0.0548393465578556
учетный отпуск входит ли в стаж	входит ли административный отпуск для расчета стажа	0	0.829779982566834	0.30021995306015	-0.00852072238922119
можно организации самой создать методику расчета оценочного обязательства по отпускам	оценочное обязательство отпуск пбу	0	0.657453238964081	-0.215199396014214	-0.0926427245140076
может ли ИП вид деятельности автомойка применять патент и не пользоваться ККТ	ип патент автомойка 45 20	0	0.987780570983887	0.0641307756304741	0.0222195684909821
компенсация расходов по РФ взамен суточных налогообложение, и как это зафиксировать в ЛНА	размер и налогообложение суточный	0	0.977757036685944	0.259928226470947	-0.0127185508608818
удалить историю поиска	удалять электронный подпись	0	0.866898357868195	0.141138195991516	0.0687260851264
